Id,Deck,Name,Text,Version
40627,史坦尼斯•拜拉席恩，唯一的真王,信仰的試煉,"**任意輪次開始時：**

標記１個友方拉赫洛單位。

該單位執行１次士氣檢測。

若成功，該單位移除所有的狀態標記。

將此卡附屬至該單位。

當１個敵方單位對此單位完成一次攻擊後移除此卡。

附屬期間，此單位獲得防禦骰投擲結果＋１。",2021-S03
40628,史坦尼斯•拜拉席恩，唯一的真王,亞梭爾•亞亥再世!,"**當友方單位執行恐慌檢測，
擲骰後：**

若該單位在該次檢測失敗，至多僅會承受１點傷害。

若該單位是拉赫洛單位，
視作直接通過該次檢測，
同時所有與之接戰的敵方單位承受**恐慌**。",2021
40629,戴佛斯•席渥斯，黑水河的英雄,跳蚤窩的把戲,"**當敵方單位完成近戰攻擊後：**

標記防守者以外的另１個
友方戰鬥單位。
該單位執行１次佈陣行動。

若目標是戴佛斯的單位，
則可以轉向，
並執行１次行軍行動。/

**遊戲開始前，
用此卡替換並移除
戰術卡組中的 最後一擊 戰術卡。**",2021
40630,戴佛斯•席渥斯，黑水河的英雄,「至關重要」,"**任意輪次開始時：**

標記１個友方步兵單位。該單位承受至多３點傷害，接著標記另１個友方步兵單位，並且回復1+等量的傷害。若他們沒有附屬，針對其中１點回復的傷害，你可以將１個已被殲滅的友方步兵附屬重新附屬到該單位上。",2021-S03
40631,戴佛斯•席渥斯，黑水河的英雄,效忠王權,"**當敵方單位恐慌檢測失敗時:**

標記該單位長距離內的１個友方單位。

依據該敵方單位在此次檢測中承受的每1點傷害，友方單位則回復1點傷害，至多３點。

若你控制[CROWN]，對該敵人造成+1點傷害，並對友方單位回復＋１點傷害。*(總共至多回復４點傷害) *",2021-S03
40632,戴佛斯•席渥斯，黑水河的英雄,連本帶利,"**當友方戰鬥單位啟動時：**

該單位此輪次無法執行行動。
標記短距離範圍內的１個敵方單位。該敵方單位啟動但無法執行任何行動。

若是選擇戴佛斯所在的單位作為目標時，你可以讓這兩個單位都回復2點傷害。",2021
40633,安德魯•伊斯蒙，首席王黨騎士,強襲號令,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成：

*１個友方戰鬥單位執行１次近戰攻擊行動。*

*若目標對象是安德魯•伊斯蒙的單位，
該戰鬥單位可以改為執行１次衝鋒行動。*",S04
40634,安德魯•伊斯蒙，首席王黨騎士,魯莽怒火,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

此次攻擊獲得**兇狠**，
且可以用最高骰數進行攻擊。

此次攻擊完成後，
攻擊者承受２點傷害，
並依據自身已被殲滅的排數－１點傷害。",2021
40635,安德魯•伊斯蒙，首席王黨騎士,疾風侵略,"**當友方單位執行衝鋒行動時，
衝鋒距離骰投擲前：**

該次衝鋒距離骰投擲結果視作６，同時該次近戰攻擊獲得**致命一擊**。

攻擊完成後，
除非該攻擊者是安德魯•伊斯蒙的單位，該單位承受**脆弱**。",2021
40636,亞塞爾•佛羅倫，首席后黨騎士,熾熱衝鋒,"**當友方單位執行衝鋒行動，結算該行動前：**

該單位衝鋒距離骰投擲結果視作擲出６，同時被成功衝鋒的敵方單位承受**恐慌**。

此次攻擊完成後，且除非攻擊者是拉赫洛的單位，攻擊者會承受**脆弱**。",2021-S03
40637,亞塞爾•佛羅倫，首席后黨騎士,拉赫洛之怒,"**當友方ＮＣＵ宣告戰術區域時：**

將該區域效果替換成：

*標記１個敵方戰鬥單位。*

*該單位承受１次恐慌檢測，並依據短距離範圍內每個敵方的拉赫洛單位承受擲骰結果－１。*

若失敗，
除了承受傷害之外，
他們還會承受**脆弱**和**力竭**。*",2021
40638,亞塞爾•佛羅倫，首席后黨騎士,灼熱之志,"**當拉赫洛單位啟動時：**

該單位執行一次士氣檢測。

若成功，１個與之交戰的敵方單位承受1次恐慌檢測，並依據此單位剩餘排數承受投擲結果-1。

若失敗，1個與此單位交戰的敵方單位承受**恐慌**。",2021-S03
40639,史坦尼斯•拜拉席恩，絕境長城上的國王,集結,"**當友方騎兵單位執行撤退行動，在投擲撤退距離骰前：**

與此單位脫離交戰狀態的敵方單位無法執行轉向。在此
單位完成撤退行動後，此單位可以執行1次佈陣行動。
若目標單位為史坦尼斯•拜拉席恩的單位，可以恢復
D3點傷害，每被殲滅1排則額外恢復1點傷害。",2021
40640,史坦尼斯•拜拉席恩，絕境長城上的國王,加快步伐!,"**當未接戰的友方騎兵單位啟動時：**

該輪次1次，若該單位執行佈陣行動，這次佈陣行動獲得+3[MOVEMENT]。
接著，該單位承受**脆弱**。",2021
40641,史坦尼斯•拜拉席恩，絕境長城上的國王,衝垮他們!,"**當敵方單位結束佈陣、行軍或
撤退行動時：**

選擇該敵方單位長距離範圍內可以衝鋒到他的１個友方騎兵單位。

該友方單位對該敵方單位執行１次衝鋒行動。若衝鋒成功，替代近戰攻擊，該敵方單位承受**恐慌**且依據此單位每剩餘排數承受２點命中。",2021
40642,朱斯丁•馬賽，滿面堆笑的,重整旗鼓,"**友方輪次開始時：**

選擇長距離範圍內的2個友方步兵單位。
從其中1個單位處移除至多4個模型。然後另一個單位恢
復與移除數量等量的傷害。
接著你可以從其中一個單位將1個附屬移動至另一個單位處*（更換1個普通模型，並遵循常規的附屬限制）*，或這2個單位互換各自的附屬。",2021
40643,朱斯丁•馬賽，滿面堆笑的,驟然撤退,"**當敵方單位完成近戰攻擊後：**

選擇該防守者。
他們執行1次撤退行動。

若目標單位為朱斯丁•馬賽的單
位，可以重投任意撤退距離骰。",2021
40644,朱斯丁•馬賽，滿面堆笑的,珍貴物資,"**當敵方單位完成近戰攻擊後：**

選擇該防禦者。該單位移除所有的狀態標記。
若他們已被殲滅1排，他們恢復1點傷害。如果他們已被殲滅2
排，他們恢復3點傷害。
若目標單位為朱斯丁•馬賽的單位，額外恢復1點傷害。",2021
40645,藍禮•拜拉席恩，南境之王,自負,"**當敵方單位結束佈陣、行軍或撤退行動時：**

選擇該敵方單位長距離範圍內可以衝鋒到他的1個友方步兵單位。

該友方單位獲得**脆弱**且對敵方單位執行1次衝鋒行動。
若衝鋒成功，替代近戰攻擊，該敵方單位承受**恐慌**且依據此單位每剩餘1排承受2點命中。若選擇的是藍禮拜拉席恩的單位，則可以重擲任意衝鋒距離骰。",2021
40646,藍禮•拜拉席恩，南境之王,夏日騎士,"**友方輪次開始時：**

標記1個友方戰鬥單位。

該單位執行1次士氣檢測。

依據每個你控制的[CROWN]和[LETTER]，則獲得擲骰結果+1。

若成功，每個與該友方單位交戰的敵方單位執行1次恐慌檢測。

若標記的是藍禮的單位，若成功，所有短距離範圍內的敵方承受1次恐慌檢測。",2021-S03
40647,藍禮•拜拉席恩，南境之王,奢華營帳,"**當敵方NCU宣告戰術區域時：**

在該戰術區域效果結算後，將該NCU移動到其他空出的戰術區域。

若你將該NCU從[CROWN]或[LETTER]中移除。標記1個敵方戰鬥單位，他們承受1次恐慌檢測。",2021-S03
40701,坦格利安核心卡組,橫行無阻,"**當友方單位高歌猛進時：**

該單位可以改為執行1次衝鋒或行軍行動。

若你控制 [HORSE] ，該單位可以重擲任意衝鋒距離骰。",S04
40702,坦格利安核心卡組,驟然撤退,"**當敵方單位完成近戰攻擊後：**
防守者執行１次撤退行動。

若標記的是你的指揮官單位，可以重擲撤退距離骰。",S04
40703,坦格利安核心卡組,迅速就位,"**任意輪次開始時：**

標記１個友方戰鬥單位。
該單位可以位移２吋。

若你控制 [HORSE] ，該單位則可以執行１次３吋的佈陣行動。",2021
40704,坦格利安核心卡組,血火同源,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**

選擇１項。若你控制 [HORSE] ，選擇２項：

•此次攻擊可以重擲任意未命中。
•此次攻擊獲得**破甲**。
•此次攻擊獲得**兇狠**。",S04
40705,坦格利安核心卡組,掌控戰場,"**當ＮＣＵ宣告 [HORSE] 時：**

若是友方ＮＣＵ，
你可以將戰術區域替換成：
*１個友方戰鬥單位以＋１[MOVEMENT]
執行１次的佈陣或撤退行動。
任何脫離交戰的敵方單位承受**力竭**。*

若是敵方ＮＣＵ，
在結算該戰術區域效果後，１個友方單位可以執行一次3吋的位移。",2021-S02
40706,坦格利安核心卡組,勢不可擋的突進,"**當友方單位執行衝鋒行動，衝鋒距離骰投擲後：**
該單位可以重擲衝鋒距離骰。 /

**當友方單位執行高歌猛進時：**
該單位高歌猛進佈陣時獲得＋３[MOVEMENT]。移動結束後，標記所有短距離內的敵方單位，他們承受**力竭**。",S04
40707,坦格利安核心卡組,真龍之血,"**任意輪次開始時：**

標記１個友方戰鬥單位，
並將此卡附屬，直至此局遊戲結束。

每當友方單位被殲滅時，
放置１枚號令標記在此卡上。

此卡擁有號令標記時，
附屬的單位近戰攻擊獲得＋１攻擊骰，同時恐慌檢測失敗時－１點傷害。",2021
40708,卓戈 卡奧，偉大卡奧,屠殺殆盡!,"**當卓戈 卡奧的單位啟動時：**

標記１個長距離範圍內的敵方單位並將此卡附屬之，直至此回合結束。

附屬期間，近戰攻擊此敵方單位時獲得**致命一擊**。
當此單位被殲滅時，獲得＋１勝利分數。
若此卡移除時該單位尚未被殲滅，則你的對手獲得＋１勝利分數。/

**友方輪次開始時：**

抽取１張戰術卡。",2021
40709,卓戈 卡奧，偉大卡奧,騎乘攻擊,"**當友方騎兵單位啟動並選擇行動時，在行動結算前：**

作為此次行動，
該單位可以轉向並執行１次行軍行動，接戰狀態下亦可。
此次行軍中可以穿越敵方單位。
脫離交戰的敵方單位不能執行轉向。

完成此次行軍後，
１個被穿越的敵方單位承受１點傷害，
並依據該敵方單位剩餘排數造成＋１點傷害。",2021
40710,卓戈 卡奧，偉大卡奧,強襲號令,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成：
*１個友方戰鬥單位執行１次近戰攻擊行動。*

*若目標對象是**卓戈 卡奧**的單位，該戰鬥單位可以改為執行１次衝鋒行動。* /
**遊戲開始前，用此卡替換並移除戰術卡組中的 驟然撤退 戰術卡。**",S04
40711,卓戈 卡奧，偉大卡奧,以身作則,"**當卓戈 卡奧的單位完成攻擊後：**

將此卡附屬在長距離內的另一個友方單位直至此回合結束。

附屬期間，
該單位獲得士氣檢測投擲結果+2，且獲得近戰攻擊命中結果+1。/

**友方輪次開始時：**

抽取１張戰術卡。",2021
40712,喬拉•莫爾蒙，維斯特洛戰術家,重整軍勢,"**當友方未交戰的騎兵單位啟動時：**

此輪次１次，
若該單位將執行佈陣行動，可以將該次行動改為恢復３點傷害，
並且移除１枚狀態標記，
而不是執行佈陣行動。",2021
40713,喬拉•莫爾蒙，維斯特洛戰術家,背叛,"**當友方ＮＣＵ宣告戰術區域時：** 

將該區域效果替換成： 

*獲得１勝利分數，
並抽取１張戰術卡、
接著回復喬拉‧莫爾蒙的單位３點傷害。
 
你的對手將**背叛**卡附屬在你的１個戰鬥單位上，直至此局遊戲結束。
 
附屬期間，每當該單位啟動時，該單位承受１點傷害。 當該單位被殲滅時，你的對手獲得１點勝利分數。*",2021
40714,喬拉•莫爾蒙，維斯特洛戰術家,投機取巧,"**當友方戰鬥單位執行近戰攻擊，
攻擊骰投擲前:**
 
若防禦者該回合尚未啟動，
該次攻擊可以重擲任意攻擊骰，
且獲得**精準**或**兇狠**。
 
若攻擊者是喬拉•莫爾蒙的單位，則獲得兩項。",2021
40715,喬拉•莫爾蒙，維斯特洛戰術家,佯攻佈陣,"**當友方單位成功衝鋒時：**

若是與敵方正面交戰，
則將該單位移到敵方單位的任意側翼交戰。

若是與敵方側翼交戰，
則將該單位移到敵方單位的背後交戰。/

**遊戲開始前，
用此卡替換並移除戰術卡組中的 橫行無阻 戰術卡。**",2021
40716,貝沃斯，強壯的,徒勞無功,"**當友方單位被近戰攻擊並通過恐慌檢測後：**

標記該攻擊者。他們依據友方單位每個剩餘排數承受２點傷害。

若防禦者是貝沃斯的單位，他們還會承受**力竭**。 /
**遊戲開始前，用此卡替換並移除戰術卡組中的 掌控戰場 戰術卡。**",2021-S03
40717,貝沃斯，強壯的,反擊高手,"**當友方騎兵或步兵單位被攻擊時，防禦骰投擲後：**

依據每個格擋的命中，
攻擊者承受１點命中。

若防禦者是貝沃斯的單位，
攻擊者該次的命中承受防禦投擲結果－１。",2021-S01
40718,貝沃斯，強壯的,死得其所,"**當友方騎兵或步兵單位被殲滅時：**

移除前，該單位可以用最低骰數
對攻擊者進行１次近戰攻擊。
若標記的是貝沃斯的單位，
該單位獲得＋２攻擊骰。

若此次攻擊殲滅了防守單位，
你的友方單位不會被殲滅，
將剩餘１點傷害。",2021
40719,貝沃斯，強壯的,傷亡計算,"**當敵方單位完成近戰攻擊後：**

標記防守者。將此卡附屬到該單位上，直至該單位以攻擊殲滅敵方單位。當此卡移除時，獲得１勝利分數。

附屬期間，此單位不能回復傷害，但獲得士氣檢測結果＋２，且近戰攻擊總是投擲最高骰數。

此單位被殲滅時，你的對手獲得１勝利分數。",2021-S03
40720,巴利斯坦•賽爾彌，無畏的,持續攻擊,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**

若此單位在此輪次開始時與防守者接戰，此單位可以用最高骰數攻擊。

若標記的是巴利斯坦的單位，還可以重擲任意攻擊骰。 /
**遊戲開始前，用此卡替換並移除戰術卡組中的 驟然撤退 戰術卡。**",2021-S03
40721,巴利斯坦•賽爾彌，無畏的,卓越戰技,"**當敵方單位作為能力或戰術卡目標對象時：**

你可以從該敵方單位消費１枚狀態標記。
若你如此做，取消該能力或是戰術卡的效果。/

**友方輪次開始時：**

標記１個處於交戰狀態的友方戰鬥單位。
移除該單位的１枚狀態標記。",2021
40722,巴利斯坦•賽爾彌，無畏的,傳奇氣魄,"**回合開始時：**

標記巴利斯坦•賽爾彌的單位，並將此卡附屬至該單位上，直至該回合結束。
附屬期間，每當此單位通過恐慌檢測時，所有短距離範圍內的敵方單位承受**恐慌**。

若此單位被殲滅，你的對手獲得１勝利分數。
當此卡移除時，若此單位處於交戰狀態，獲得１勝利分數。/

**友方輪次開始時：**

抽取１張戰術卡。",2021
40723,巴利斯坦•賽爾彌，無畏的,艱難的勝利,"**當友方單位通過恐慌檢測時：**

將此卡附屬到該單位上直至恐慌檢測失敗。

附屬期間，此單位的近戰攻擊獲得**破甲**，及命中結果+1。

當此卡移除時，該單位承受**力竭**與**脆弱**。",2021-S03
40724,灰蟲子，無垢者指揮官,發號施令,"**當你的指揮官單位啟動時：**
 
該單位此輪次不能執行行動。
標記長距離範圍內的另１個友方單位。
該單位執行１次攻擊或衝鋒行動。/

**任意輪次開始時：**

標記１個友方戰鬥單位。
從該單位上移除１枚號令標記。
該單位可以於此回合中再次使用該號令。",2021
40725,灰蟲子，無垢者指揮官,猛烈回擊,"**當敵方單位完成近戰攻擊後：**

若防守者沒有被殲滅，則攻擊者依據防守者已被殲滅的排數承受２點傷害。

若防守者是灰蟲子的單位，
攻擊者還會承受**脆弱**。/

**遊戲開始前，
用此卡替換並移除
戰術卡組中的 真龍之血 戰術卡。**",2021
40726,灰蟲子，無垢者指揮官,持久作戰,"**友方輪次開始時：**

標記１個友方戰鬥單位並將此卡附屬至該單位直至遊戲結束。

附屬期間，該單位的近戰攻擊依據遊戲當前回合獲得下述效果*（效果可以累加）*：

**3+:** 可以重擲任意未命中骰

**4+:** **破甲**

**5+:** **致命一擊**

**6+:** 攻擊骰數量＋２",2021
40727,灰蟲子，無垢者指揮官,龍之懲戒,"**當友方單位被敵方的攻擊殲滅時：**

標記該敵方單位，
將此卡附屬至該單位直至此局遊戲結束。

附屬期間，
當該敵方單位被殲滅，
你獲得１勝利分數。

每當該敵方單位被攻擊時，
若灰蟲子單位在短距離內，
該單位承受**脆弱**。",2021
40728,丹妮莉絲•坦格利安，龍之母,龍焰!,"**當丹妮莉絲的單位啟動時：**

該單位不執行行動，標記１個短距離範圍內的友方卓耿、雷哥、或韋賽里昂單位。該單位可以執行１次近戰攻擊行動。 /
**任意輪次開始時：**

抽取1張戰術卡。",2021-S03
40729,丹妮莉絲•坦格利安，龍之母,龍之翱翔,"**當敵方單位移動結束後，位於丹尼莉絲的短距離範圍內時：**

標記１個友方的卓耿、雷哥，
或韋賽里昂單位。該單位執行１次佈陣行動。 /
**任意輪次開始時：**

抽取1張戰術卡。",2021-S03
40730,丹妮莉絲•坦格利安，龍之母,火焰的承諾,"**當敵方ＮＣＵ啟動時：**

若該ＮＣＵ於該次行動宣告戰術區域，將此卡附屬於１個敵方戰鬥單位上。

該單位承受１次恐慌檢測。
若該單位於該次檢測中被殲滅，或於此卡附屬期間被卓耿、雷哥，或韋賽里昂殲滅，你獲得１勝利分數。

期間若你的卓耿、雷哥，或韋賽里昂單位被殲滅，將此卡移除，同時你的對手獲得１勝利分數。",2021
40731,丹妮莉絲•坦格利安，龍之母,火焰構築的身軀,"**當敵方攻擊友軍的卓耿、雷哥、或韋賽里昂單位，防禦骰投擲後：**

防守者每２點未格擋的命中僅會承受１點傷害。 /
**遊戲開始前，用此卡替換並移除戰術卡組中的 橫行無阻 戰術卡。**",2021-S03
40732,丹妮莉絲•坦格利安，彌林女王,坦格利安威名,"**當敵方單位完成攻擊後：**

該敵方單位承受１次恐慌檢測。

若該敵方與丹妮莉絲的膽單位交戰，他們依據防守者剩餘排數承受檢測結果－１，且失敗時造成＋１點傷害。",2021-S03
40733,丹妮莉絲•坦格利安，彌林女王,戰術反擊,"**當對手使用戰術卡時，結算該戰術卡前:**

投擲１Ｄ６骰，若為３＋，則取消該戰術卡。若你控制[CROWN]或[LETTER]，擲出2＋，即可取消該戰術卡。

若你控制2者，視作直接成功取消。 /
**遊戲開始前，用此卡替換並移除戰術卡組中的 迅速就位 戰術卡。**",2021-S03
40734,丹妮莉絲•坦格利安，彌林女王,強權征服,"**當敵方戰鬥單位啟動時:**

該敵方單位執行１次士氣檢測。依據每個你控制的[CROWN]和[SWORDS]，該單位的承受擲骰結果-1。

若失敗，該單位無法成為友方的戰術卡目標，同時失去所有能力直至該輪次結束。",2021-S03
40735,丹妮莉絲•坦格利安，彌林女王,無情的範例,"**當友方單位完成近戰攻擊後：**

若此次攻擊有殲滅敵方任一排，
標記該單位長距離內的另１個敵方單位。
該單位承受**恐慌**。

若此次攻擊有殲滅敵方單位，同時在短距離內放置１個擁有
下述關鍵字的屍堆地形板塊，且不得與其他地形重疊。

•**阻礙**

•**嚴酷的提醒**：
短距離內的敵方單位承受士氣檢測投擲結果－１，且恐慌檢測失敗時承受＋１點傷害。",2021
40736,達里奧•納哈里斯，暴鴉團團長,傭兵的談判,"**當友方ＮＣＵ宣告戰術區域時：**

將戰術區域效果替換成：

*直至此回合結束，你視作控制 [MONEY]。１個友方戰鬥單位恢復２點傷害。*

*若目標是暴鴉團的單位，*
*依據該單位已被殲滅的排數，*
*恢復額外＋１點傷害。*",2021
40737,達里奧•納哈里斯，暴鴉團團長,傭兵的虛張聲勢,"**任意友方輪次開始時：**

標記１個友方戰鬥單位。
該單位執行１次士氣檢測。

若該單位是暴鴉團的單位，
則獲得該次檢測結果＋２。

若成功，
標記長距離內的１個敵方單位。
該單位承受**恐慌**與**力竭**。",2021
40738,達里奧•納哈里斯，暴鴉團團長,魯莽打擊,"**當友方單位執行近戰攻擊，**
**攻擊骰投擲前：**

此單位的近戰攻擊獲得**致命一擊**和**精準**。
依據每顆攻擊骰出現1的結果，則此單位承受1點傷害。

若此目標為暴鴉團的單位，
此次攻擊可以用最高骰數投擲。",2021
40739,達里奧•納哈里斯，暴鴉團團長,倉促進擊,"**任意回合開始時：**

標記１個友方戰鬥單位。
該單位執行１次攻擊行動。

該次攻擊結束後，
你的對手可以啟動１個ＮＣＵ。/

**遊戲開始前，
用此卡替換並移除
戰術卡組中的 血火同源 戰術卡。**",2021
40740,"彌桑洛，
龍之母僕從軍團指揮官",龍之崇拜者,"**當友方非戰鬥單位宣告[SWORDS]時：**

將該戰術區域的效果替換成下述效果：

*在友方戰場邊緣的長距離或在彌桑洛單位的短距離範圍內部署１個解放民單位，該單位至少與敵方單位保持１吋。*",2021
40741,彌桑洛，龍之母僕從軍團指揮官,毀滅衝擊,"**當友方單位執行衝鋒行動，衝鋒距離骰投擲後：**

被成功衝鋒的敵方單位承受**恐慌**和**脆弱**。

若標記的是彌桑洛的單位，該單位可以重擲任意衝鋒距離骰。",2021-S03
40742,彌桑洛，龍之母僕從軍團指揮官,戰吼,"**當友方戰鬥單位啟動時：**

該單位執行１次士氣檢測。

若成功，標記１個長距離範圍內的敵方單位。該單位承受**恐慌**或**脆弱**。

若執行檢測的是彌桑洛的單位，若成功，該單位則是承受**恐慌**和**脆弱**。",2021-S03
40743,"彌桑洛，
龍之母僕從軍團指揮官",緊急增援,"**友方輪次開始時:**

選擇１個友方戰鬥單位。
該單位承受至多３點傷害。
長距離範圍內的另一個友方單位恢復１＋等量的傷害。/

**遊戲開始前，
從你的戰術卡堆中移除“掌控戰場”戰術卡，然後將此卡加入你的戰術卡堆。**",2021
40744,斯卡拉茨•莫•坎塔克，圓顱大人,維和,"**當敵方非戰鬥單位啟動時：**

選擇位於斯卡拉茨單位長距離範圍內的１個敵方戰鬥單位。

直至該輪次結束，該敵方單位無法成為戰術區域效果的對象。/

**友方輪次開始時：**
抽取１張戰術卡。",2021
40745,斯卡拉茨•莫•坎塔克，圓顱大人,女王的法律,"**敵方戰鬥單位完成攻擊後：**

附屬此卡至該敵方單位直至此回合結束。
附屬期間，當處於友方輪次，該敵方單位失去所有的能力，且無法成為友方戰術卡的對象。當該敵方單位被殲滅，獲得１點勝利點數。
若此卡移除或該敵方單位未被殲滅，你的對手獲得１點勝利點數。",2021
40746,斯卡拉茨•莫•坎塔克，圓顱大人,守望之眼,"**敵方輪次開始時:**

選擇斯卡拉茨單位長距離範圍內至多２個敵方戰鬥單位。
若其中一個單位在本輪次執行行動，該單位承受－１ [MOVEMENT] 且攻擊骰投擲數量 －１直至本輪次結束。/

**友方輪次開始時：**

抽取１張戰術卡。",2021
40747,斯卡拉茨•莫•坎塔克，圓顱大人,吉斯卡的正義,"**當友方戰鬥單位作為敵方能力或戰術卡對象，在該能力或戰術卡效果結算後：**

選擇該友方單位短距離範圍內的１個敵方單位。該敵方單位承受４點命中，接著承受１次恐慌檢測。/

**遊戲開始前，
從你的戰術卡堆中移除“勢不可擋”戰術卡，然後將此卡加入你的戰術卡堆。**",2021
40801,葛雷喬伊核心卡組,強取勝於苦耕,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成：

*１個友方戰鬥單位執行１次近戰攻擊行動。*

若一個對手控制 [MONEY]，
此單位恢復１點傷害，
依據已被殲滅的排數，
恢復＋１點傷害。",2021
40802,葛雷喬伊核心卡組,逝者不死,"**當友方單位將被殲滅時:**

該單位不會被殲滅，而會保留1點傷害在場上。 /
**友方輪次開始時:**

標記1個友方戰鬥單位。

他們回復1點傷害，並依據他們已被殲滅排數回復+1點傷害。",2021-S03
40803,葛雷喬伊核心卡組,海怪之怒,"**當友方單位執行近戰攻擊，
攻擊骰投擲前:**

若你控制 [SWORDS]，
此次攻擊獲得**精準**。

若一個對手控制 [SWORDS]，
此次攻擊可以重擲任意攻擊骰，並獲得**精準**。


若你控制 [MONEY]，防禦者承受**恐慌**。

若一個對手控制 [MONEY]，防禦者承受**脆弱**。",2021
40804,葛雷喬伊核心卡組,鐵錢,"**友方輪次開始時:**
標記１個友方戰鬥單位並選擇1項：
•該單位可以移除1枚狀態標記。你可以從該單位移除1枚劫掠標記。若你如此做，該單位回復2點傷害，並依據已被殲滅排數回復+1點傷害。
•該單位此輪次可以用最高骰數進行攻擊。你可以從該單位移除1枚劫掠標記。若你如此做，該單位此輪次可以重擲任意攻擊骰。",S04
40805,葛雷喬伊核心卡組,手指舞,"**友方輪次開始時:**
標記１個友方戰鬥單位。
將此卡附屬在該單位上直至此局遊戲結束。
當此卡附屬期間，每當執行近戰攻擊時，攻擊骰投擲前，攻擊者可以至多承受2點傷害。依據承受的每點傷害，選擇1項：

•防守者承受**驚慌**。
•防守者承受**脆弱**。
•此次攻擊可以重擲任意攻擊骰。",S04
40806,葛雷喬伊核心卡組,號召突襲,"**當友方葛雷喬伊步兵單位啟動時:**

從該單位長距離範圍內的另１個葛雷喬伊步兵單位移除至多3個模型和１個劫掠標記。回復該單位等量的傷害，並將移除的劫掠標記放至該單位上。

若有任何玩家控制 [MONEY]，１個友方葛雷喬伊步兵單位獲得１枚劫掠標記。",S04
40807,葛雷喬伊核心卡組,堅石的祝福，鋼鐵的祝福,"**當友方戰鬥單位啟動時:**

標記１個與之接戰的敵方單位。
依據該敵方單位已被殲滅的排數，
此單位回復２點傷害。

若你控制 [MONEY] 或 [SWORDS]，
依據每個你控制的戰術區域，
回復該單位＋１點傷害或是移除１枚狀態標記。",2021
40808,阿莎•葛雷喬伊，海怪之女,鐵種氣魄,"**當友方單位通過士氣檢測時:**

該單位回復２點傷害。

若該友方單位位於阿莎•葛雷喬伊的單位短距離範圍內，
依據他們彼此已被殲滅的排數回復＋１點傷害。",2021
40809,阿莎•葛雷喬伊，海怪之女,掠奪者豪勇,"**當友方單位通過士氣檢測時:**

將此卡附屬到該單位直至該單位士氣檢測失敗。

附屬期間，
每當該單位攻擊時，若處於滿排狀態，獲得＋１攻擊骰。

否則，攻擊骰數視作＋１排數。",2021
40810,阿莎•葛雷喬伊，海怪之女,戰吼,"**當友方戰鬥單位啟動時：**

該單位執行１次士氣檢測。

若成功，標記１個長距離範圍內的敵方單位。該單位承受**恐慌**或**脆弱**。

若執行檢測的是阿莎的單位，若成功，該單位則是承受**恐慌**和**脆弱**。",2021-S03
40811,維克塔利昂•葛雷喬伊，鐵船長,疾風侵略,"**當友方單位執行衝鋒行動時，
衝鋒距離骰投擲前：**

該次衝鋒距離骰投擲結果視作６，
同時該次近戰攻擊獲得**致命一擊**。

攻擊完成後，
除非該攻擊者是維克塔利昂•葛雷喬伊的單位，
該單位承受**脆弱**。",2021
40812,維克塔利昂•葛雷喬伊，鐵船長,強襲號令,"**當友方ＮＣＵ宣告戰術區域時：**

將該戰術區域效果替換成：

*１個友方戰鬥單位執行１次近戰攻擊行動。*

*若目標對象是維克塔利昂•葛雷喬伊的單位，
該戰鬥單位可以改為執行１次衝鋒行動。*",2021
40813,維克塔利昂•葛雷喬伊，鐵船長,持續攻擊,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**

若此單位在此輪次開始時與防守者交戰，此單位可以用最高骰數攻擊。

若標記的是維克塔利昂的單位，還可以重擲任意攻擊骰。",2021-S03
40814,"席恩•葛雷喬伊，臨冬城""王子""",投機取巧,"**當友方戰鬥單位執行近戰攻擊，
攻擊骰投擲前:**
 
若防禦者此回合尚未啟動，
該次攻擊可以重擲任意攻擊骰，
且獲得**精準**或**兇狠**。
 
若攻擊者是席恩•葛雷喬伊的單位，則獲得兩項。",2021
40815,"席恩•葛雷喬伊，臨冬城""王子""",牽制戰術,"**當敵方單位完成近戰攻擊後:**

標記防守者長距離範圍內的另一個
友方單位。

該單位執行１次佈陣行動。",2021
40816,"席恩•葛雷喬伊，臨冬城""王子""",毫無戒備,"**當友方單位成功衝鋒時:**

選擇1項。若你控制[SWORDS]，則獲得兩項:

•被此單位成功衝鋒的敵軍此輪次無法作為友方的戰術卡或號令的使用對象。

•攻擊者可以投擲最高攻擊骰數。",2021-S03
40817,巴隆•葛雷喬伊，海怪之王,可接受的犧牲,"**友方輪次開始時:**

標記巴隆•葛雷喬伊之外的另１個友方戰鬥單位，該單位可以承受至多2點傷害並承受**恐慌**若你如此做，標記長距離範圍內的另1個友方葛雷喬伊單位。他們依據承受的傷害獲得1枚劫掠標記。",2021-S03
