Original Name,Translated Name,Translated Description,Version
Rampage,横冲直撞,"· **致命一击**
· **破甲**
· 在攻击骰投掷前，防御者获得**恐慌**。",2021-S01
Ranging Specialist (Benjen),搜索专家,班扬仅能附加至游骑兵单位。,2021
Raven Tending,驯养渡鸦,"当温达米尔宣称1个区域，你可以替换该区域效果为：
*放置1枚号令标记在温达米尔处。*
友方轮次开始时，你可以从温达米尔处移除1枚号令标记。如果这么做，选择1项：
· 抓取1张战术卡且1个友方战斗单位恢复2点伤害。
· 1个友方战斗单位调整3英寸。",2021-S03
Reaper's Fervor,收割者狂热,每当本单位执行近战攻击，在投掷攻击骰前，如果本单位拥有2枚劫掠标记，防御者获得**恐慌**，且防御者在本次攻击产生的恐慌检测中失败时，遭受+1点伤害。,S04
Reaver Axes,掠夺者双斧,"· **破甲**
· 如果本单位拥有2枚劫掠标记，则可以重投任意攻击骰。",2021-S03
Reckless Strikes,鲁莽打击,本单位的近战攻击获得**致命一击**和**精准**。每有一颗攻击骰投掷结果为1则本单位遭受1点伤害。,2021
Recruiting From The Hills,从高山招募而来,每当本单位激活时，本单位恢复1点伤害，每有1排已被摧毁则恢复+1点伤害。,2021
Recruitment,招募,"每当尤伦宣称1个区域时，在该区域效果结算前，放置1枚号令标记在尤伦处。
每当尤伦宣称 [CROWN] ，你可以替换该区域效果为：
*在尤伦处放置1枚号令标记。*
任意回合开始时，你可以从尤伦处移除4枚号令标记。
如果这么做，在友方桌边长距离范围内部署1个新兵单位。",S04
Refuge and Supplies,避难所与补给,"每场游戏限定1次，任意轮次开始时，你可以恢复1个友方步兵单位2点伤害。
每当卡斯特宣称1个区域时，你可以替换该区域效果为：
*抓取1张战术卡且1个友方步兵单位恢复2点伤害。*",S04
Regroup,重组,完成1次撤退行动后，本单位恢复2点伤害，每有1排已被摧毁则恢复+1点伤害。,2021
Reinforcements,援军,每当本单位激活时，本单位恢复1点伤害。如果你控制 [CROWN] ，恢复额外1点伤害。,2021
Relentless,无情,本单位被攻击后，可以执行1次近战攻击行动。,2021-S02
Renly's Protector,蓝礼的保护者,在蓝礼·拜拉席恩所在的单位被攻击后，本单位对攻击者执行1次攻击或冲锋行动。,2021
Renly's Retinue,蓝礼的随从,本单位拥有8个模型（包括蓝礼），最多承受8点伤害，排数为2。,2021
Repeating the Words,重复这些话,"每场游戏限定1次，当珊莎激活时，你可以将1张战术卡从你的弃牌堆返还至你的手牌。
每当珊莎宣称1个区域时，你可以将该区域的效果替换为：
*将1张战术卡从你的弃牌堆返还至你的手牌。*",2021-S01
Resolute Strikes,果断打击,"· **致命一击**
· 本单位每有1排被摧毁则攻击骰投掷结果+1。",2021
Rest and Refuge,休息与避难所,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
每当卡斯特影响1个单位时，从该单位处移除1枚状态标记。
影响1个单位期间，该单位无视“崎岖”和“阻碍”关键词。",S04
"Rise Again, Blade in Hand",必将再起，手握利刃,每场游戏限定1次，当巴隆激活时，不宣称区域，而是改为重新部署1个已被摧毁的葛雷乔伊家族战斗单位至友方部署区桌边的长距离范围内，或任意侧翼桌边短距离范围内。该单位保留其之前拥有的所有劫掠标记。如果该单位之前在本回合中未激活，则部署后视为未激活，否则部署后视为已激活。,2021-S03
"Rise Again, Harder and Stronger",必将再起，其势更烈,"**伊伦仅能影响葛雷乔伊单位。**
**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
影响1个单位期间，每当该单位执行行动时，在该行动结算前，该单位恢复1点伤害。每当该单位通过近战攻击摧毁敌方1排时，该单位恢复1点伤害。",S04
Rock Volley,投石,"· **凶残**
· 无法攻击独立单位。
· 攻击敌方时无视视野限制和射程限制。
· 如果本次攻击造成任意点命中，不投掷防御骰，防御者遭受1点伤害，且每剩余1排则+1点伤害。",S04
Roose's Vassal,卢斯的属下,结算任何能力或效果时，本模型视为卢斯·波顿。,2021
Ruthless Aggression,斩尽杀绝,"· **凶残**
· 当攻击在本回合中还未激活的敌方时，可以重投攻击骰且防御者获得**脆弱**。",2021
Ruthless Volley,无情的齐射,"· 确定视野时忽略单位和地形。
· 当攻击交战中的敌方时，获得**精准**且可以重投任意攻击骰。与该敌方交战的友方单位遭受1点伤害。",2021
Sabotage and Subvert,颠覆与破坏,每场游戏限定1次，任意轮次开始时，你对手可以对本单位造成1点伤害*（移除本模型）*。如果这么做，放置1枚状态标记在本单位上，本轮次中本单位无法使用号令或成为其友方战术卡的目标。,2021
Sacrifice For The Cause,为事业而牺牲,任意轮次开始时，如果科林未在战术版上，你可以摧毁他。如果这么做，标记1个敌方单位为目标。该单位获得**脆弱**，且在本回合中无法执行攻击或冲锋行动。,S04
Sacrifice for the King,为国王献祭,任意回合开始时，你可以激活克里森。如果这么做，本回合结束后摧毁克里森。,2021
Sacrifice To The Lord Of Light,向光之王献祭,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）：*
当梅丽珊卓影响1个友方单位时，该单位可以遭受2点伤害并执行1次恐慌检测。如果这么做，标记1个长距离范围内的敌方战斗单位。该敌方遭受1次投掷结果-2的恐慌检测，且失败后遭受的伤害+2点。
影响1个友方单位期间，该单位视为拉赫洛单位且近战攻击获得**凶残**。",2021-S03
Sadistic Butchery,残忍的屠杀,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
影响1个友方单位期间， 该单位的近战攻击获得**嗜杀成性**：
*本单位完成近战攻击后，如果防御者遭受任意点伤害，本单位恢复1点伤害，防御者每被摧毁1排则额外恢复+1点伤害。*",2021
Sadistic Mutilation,残害施虐,本单位完成1次近战攻击后，你可以从防御者处消耗1枚力竭标记。如果这么做，摧毁该单位的1个步兵附属。,2021
Samwell's Influence,山姆威尔的影响,"游戏开始时吉莉拥有1枚号令标记。每当吉莉宣称1个区域时，在该区域效果结算后，从吉莉处移除1枚号令标记。
在回合结束时，如果吉莉未拥有号令标记，摧毁吉莉。",S04
Savage Mauling,野蛮重击,"· **破甲**
· **凶残**
· 本单位每遭受1点伤害则获得攻击骰数量+1。",2021
Savage Mauling (Bear),野蛮重击,防御者无法投掷防御骰。,2021
Scholar Among Raiders,突袭者中的学者,"游戏开始时罗德利克拥有2枚号令标记。
任意轮次开始时，你可以从罗德利克处移除1枚号令标记。如果这么做，将手牌中任意数量的战术卡放置在一边，然后抓取1+该数量的卡。将放置一边的卡加入至你的战术卡组中并洗匀。",2021
Scimitar,弯刀,· **致命一击**,2021
Screamer's Arakh,尖啸者的亚拉克弯刀,· **破甲**,2021-S03
Shared Fear,分享恐惧,每当本单位恐慌检测失败时，位于本单位短距离范围内的所有敌方获得**恐慌**。,2021
Shifting Loyalties,墙头草,"游戏开始时艾利斯特拥有3枚号令标记。
每当艾利斯特宣称1个区域，在结算该区域的效果后，你可以从艾利斯特处移除1枚号令标记。如果这样做，将他移动至任意未被宣称的区域，或与任意其他NCU互换区域。",2021
Sic 'Em,放狗咬人,本单位永远可以重投冲锋距离骰。被本单位成功冲锋的敌方遭受**恐慌**。,2021
Skillful Preparations,熟练的准备,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）：
影响1个单位期间，每当该单位激活或成为战术区域的目标时，在该区域效果被结算前，你可以抓取1张战术卡。",S04
Smuggler's Cunning,走私者的狡诈,"游戏开始时戴佛斯拥有3枚号令标记。
每当友方单位冲锋时，在冲锋距离骰投掷后，你可以从戴佛斯处移除1枚号令标记。如果这么做，你可以重投任意冲锋距离骰。
每当1个友方单位激活时，你可以从戴佛斯处移除1枚号令标记。如果这么做，直至轮次结束，与该单位交战的敌方不能使用号令或成为其友方战术卡的目标。",2021
Solo Rider,单独骑手,"· 本单位可以承受3点伤害。
· 本单位开始激活时，可以执行1次布阵或撤退行动。",2021
Southern Discipline,南方的纪律,每场游戏限定1次，任意回合开始时，你可以搜索你的战术卡组或弃牌堆中的1张**协调策略**或**重组与改革**战术卡并加入至你的手牌中。然后洗匀你的战术卡组。,S04
Southern Knowledge,南方的学识,每场游戏限定1次，任意轮次开始时，标记1个位于长距离及视野范围内的敌方。直至本轮次结束，该敌方失去所有的能力且不能成为其友方战术卡的目标。,2021
Spear & Net,矛与网,在本次攻击完成后，防御者获得**力竭**。,2021
Spear and Maul,长矛与撕咬,"· **凶残**
· **破甲**
· **精准**",2021
Spearwife Council,矛妇议会,"每当妲娜宣称1个区域时，根据妲娜宣称的区域以执行下述效果：
[CROWN] ：1敌方获得**力竭**。
[MONEY] ：替代移除状态标记，标记1个与本单位处于交战中的敌方。该敌方遭受1点命中，且本单位每剩余1排则额外+1点命中。
[LETTER] ：替代抓取战术卡，查看你对手战术卡组顶部的2张战术卡。你可以弃置其中1张，然后将剩余的1张放回至对手的战术卡组顶部。",S04
Spearwife's Guile,矛妇诡计,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）：*
影响1个友方单位期间，该单位获得+1 [MOVEMENT] 且无视“阻碍”和“崎岖”关键词。
影响1个敌方单位期间，该敌方遭受-1 [MOVEMENT] 且冲锋距离骰投掷结果出现1或2时遭受无序冲锋。",2021
Spiked Flail,钉刺链锤,· **凶残**,2021
Spotter,观察者,当攻击位于本单位长距离范围内的敌方时，友方战争器械单位可以重投任意攻击骰。,2021
Stag’s Fury,雄鹿之怒,"此攻击根据当前游戏回合数来获得下述效果*（效果是累积的）*：
· **2+：致命一击**
· **3+：凶残**
· **4+：破甲**
· **5+：**该单位每剩余1排则造成+1点命中。",2021
Stake Building,建造拒马,每场游戏限定1次，任意回合开始时，放置1块带有“危险”和“可破坏的”关键词的拒马地形至本单位2英寸以内。该地形不能与其他地形或单位重合。,2021
Stake Mountings,拒马配件,当本单位被成功冲锋时，攻击者在执行近战攻击前，遭受D3+1点伤害。,2021
Stalwart,忠诚拥护者,本单位的士气检测投掷结果+2。,2021
Stand Your Ground!,坚守阵地！,每当敌方对本单位执行近战攻击，如果本单位仅与1个敌方交战，该敌方无法获得冲锋、侧翼或后方的加成。,2021
Starfall Lance,星坠城骑枪,"· **破甲**
· 冲锋时，本单位每剩余1排则投掷的攻击骰数量+2。
· 如果攻击敌方的侧翼或后方，在投掷攻击骰前，该敌方获得恐慌和力竭。",2021
Stomp,重踩,"· **凶残**
· 防御者无法投掷防御骰。
· 冲锋时，防御者每剩余1排则获得+1攻击骰。",2021
Strategic Alliance,战略联盟,"每场游戏限定1次，每当瓦德宣称1个区域时，你可以替换该区域效果为：
*选择2项：
· 1敌方获得**力竭**、**脆弱**和**恐慌**。
· 1友方单位恢复3点伤害。
· 在下个回合开始时，你成为初始玩家。*",S04
Stubborn Tenacity,顽强的毅力,每当本单位通过恐慌检测，与本单位处于交战中的1个敌方遭受1点伤害。,2021
Sundering,破甲,本单位的近战攻击获得**破甲**。,2021
Sunspear Secrets,阳戟城的秘密,"每当道朗·马泰尔在对应回合宣称了指定的区域，放置1枚号令标记在本卡上。
· 回合1：宣称 [MONEY] 或 [SWORDS] 
· 回合2：宣称 [CROWN] 或 [OASIS] 
· 回合3：宣称 [LETTER] 或 [HORSE] 
· 回合4：宣称 [CROWN] 或 [SWORDS] 
· 回合5：宣称 [MONEY] 或 [OASIS] 
· 回合6：宣称 [LETTER] 或 [HORSE] 
每回合结束时，如果本卡拥有4+枚号令标记，获得1点胜利分数。",2021-S03
Superior Numbers,以多欺少,当攻击剩余排数较少的敌方时，本单位的近战攻击可以重投任意攻击骰。,2021
Support Of Haystack Hall,来自草厅的支持,"每当席拉宣称 [CROWN] 时，恢复1个友方战斗单位的1点伤害。
每当席拉宣称 [LETTER] 时，从1个友方战斗单位处移除1枚状态标记。
每当席拉宣称 [MONEY] 时，如果你移除1枚状态标记，则在1个敌方战斗单位处放置1枚同类型的状态标记。",2021
Swift Strike,迅捷攻击,本次攻击结束后，本单位可以执行1次撤退行动。,2021
Tactical Mastermind,战术大师,"你的战术卡手牌上限+1。游戏开始时你拥有4张手牌，每当重新补充手牌时你可以抓取至多4张牌。
每场游戏限定1次，当对手打出1张战术卡时，在结算该卡前，你可以搜索你的战术卡组或弃牌堆中的1张**将计就计**卡并打出，然后洗匀你的战术卡组。",2021
Tactical Strike,战术突击,"· **破甲**
· 你控制 [LETTER] 期间，此攻击投掷最高攻击骰数。",2021
The King Is Dead!,国王已死！,当曼斯被摧毁时，你的对手获得2点胜利分数且你所有位于长距离范围内的单位获得**恐慌**。,2021-S02
The Kraken's Dues,海怪的税收,"当本单位激活时，如果本单位是葛雷乔伊家族单位，你可以标记另1个友方葛雷乔伊家族单位。
你可以从该单位处移除1枚劫掠标记并放置在本单位处。
然后你可以从本单位处移除1枚劫掠标记来恢复至多2点伤害。",2021-S03
The Mountain That Rides,骑马的魔山,"· 本单位可以承受4点伤害。
· 本单位开始激活时，可以执行1次布阵行动。",2021
The Mountain's Strength,魔山的力量,· 本单位的近战攻击获得 **破甲** 且造成 +2点伤害。,2021-S03
The Rains of Castamere,卡斯特梅的雨季,"每场游戏限定1次，任意轮次开始时，标记任意数量的敌方战斗单位：
· 其中1个敌方获得**恐慌**。
· 其中1个敌方获得**脆弱**。
· 其中1个敌方遭受4点命中。
· 其中1个敌方遭受1次恐慌检测。
· 其中1个敌方失去所有的能力直至回合结束。
*（同1个战斗单位可以成为多个效果的目标）*",2021
The Rightful Queen,合法的女王,"每当1个友方NCU宣称 [CROWN] 时，你可以替换该区域的效果为：
*搜索你的战术卡组中的1张丹妮莉丝指挥官卡并加入至你的手牌中。然后洗匀你的战术卡组。*",2021
The Silence's Infamy,宁静号的恶名,如果本单位拥有2枚劫掠标记，则位于短距离范围内的敌方士气检测结果-1。,S04
"The Way, Revealed",前路，揭晓,"游戏开始时放置2枚号令标记在魁蜥处。
敌方轮次开始时，你可以从魁蜥处移除1枚号令标记。如果这么做，标记1个敌方单位为目标。
如果该单位在本轮次中执行行动，在该行动结算前，1个友方战斗单位可以执行1次布阵、行军或撤退行动。",2021
Time May Yet Come,时机未到,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）：*
影响1个友方单位期间，每当该单位执行近战攻击，在攻击骰投掷前，选择1项。本单位每有1排已被摧毁，选择+1项：
· 本单位的近战攻击可以重投任意攻击骰。
· 本单位投掷最高攻击骰数。
· 与本单位交战的1个敌方获得1枚状态标记。",2021-S03
To The Last!,直至最后！,游戏开始时在本卡上放置2枚 [WOUND] 标记。每当本单位即将被摧毁时，从本卡上移除1枚 [WOUND] 标记。然后本单位执行1次士气检测。如果成功，该单位不被摧毁，而是剩余1点伤害继续留在战场上。,2021-S01
Tooth & Claw,尖牙与利爪,· **破甲**,2021
Tracker’s Bow,跟踪者之弓,本次攻击完成后，防御者获得**脆弱**。,2021
Trample,践踏,"每当本单位执行1次行军行动，可以用践踏行动替代该行动：
将本单位转向，然后移动12英寸，穿越单位。如果本单位结束时与1个单位重叠，将本单位停在该单位前1英寸处。每个被本单位穿越的非独立单位或本单位结束移动时重叠到的单位遭受D3点伤害。",2021
True Bond,羁绊,"· 白灵可以将附加在琼恩·雪诺所在单位上的任何友方战术卡视为附加在自己身上。
· 当琼恩·雪诺所在的单位激活时，本单位可以在该单位激活后立即激活。",2021
True Conviction (Baratheon),真正的信念,如果本单位是拜拉席恩单位，每当攻击剩余排数较多的敌方时，可以重投任意攻击骰。,2021
True Conviction (Martell),真正的信念,如果本单位是马泰尔单位，每当攻击剩余排数较多的敌方时，可以重投任意攻击骰。,2021
Unbiased Justice,公正的司法,"每场游戏限定1次，任意轮次开始时，标记任意数量的友方战斗单位：
· 其中1个单位恢复2点伤害。
· 其中1个单位移除所有的状态标记。
· 其中1个单位执行1次2英寸的调整。
· 直至该回合结束，其中1个单位的攻击使用其最高的攻击骰数，且可以重投任意攻击骰。
*（同1个战斗单位可以被多个效果标记为目标。）*",2021
Uncontrolled Rage,暴走的狂怒,当本单位激活时，如果本单位可以冲锋1个敌方，本单位执行1次士气检测。如果失败，本单位对距离最近的1个敌方执行1次冲锋行动且冲锋距离骰投掷结果视为6。,2021
Unfaltering Conviction,坚定的信念,"每当1个友方战斗单位被摧毁时，放置1枚号令标记在弥桑洛处。根据号令标记数本单位获得下述效果：
· 2+：本单位的攻击骰投掷结果+1。
· 3+：本单位的防御骰投掷结果+1。",2021-S03
Unfaltering Politics,稳定的政局,"每场游戏限定1次，在整理阶段时，你可以将亚历斯·奥克赫特留在战术版上。他在下一回合不激活。
如果亚历斯·奥克赫特在任意回合开始时已在战术版上，标记1个敌方战斗单位，使其获得**力竭**。",2021
Unleashed Ferocity,释放暴行,每当本单位执行近战攻击，在投掷攻击骰前，标记防御者为目标。本单位每有1排已被摧毁，则防御者获得**恐慌**或**脆弱**。,S04
Unstoppable Wrath,所向披靡的愤怒,本单位的近战攻击造成+2点伤害。,2021
Unsullied Prowess,无垢者的勇气,"· **精准**
· 永远可以重投攻击骰。
· 攻击期间，对手无法消耗本单位上的力竭标记。",2021
Untrained Masses,乌合之众,"· 本单位可以承受6点伤害。
· 无法控制目标且无法给予胜利分数。
· 回合开始时，如果本单位不位于不拥有**乌合之众**的友方单位短距离范围内，将本单位摧毁。",2021
Unyielding,百折不挠,本单位恐慌检测失败时，每有1排已被摧毁则-1点伤害。,2021
Valuable Captive (Jaime Lannister),有价值的俘虏,本单位士气检测投掷结果+1。当詹姆被摧毁时，你对手获得1点胜利分数。,2021
Valuable Captive (Rickon Stark),有价值的俘虏,本单位士气检测投掷结果+1。当瑞肯被摧毁时，你对手获得1点胜利分数。,2021
Varamyr's Eagle,瓦拉米尔的老鹰,每回合开始时，将本卡模型放置在1个敌方战斗单位的托盘边直至本回合结束，以示附加本卡至该敌方战斗单位。其余效果都不能以本模型为选择目标。,2021
Varamyr's Scout,瓦拉米尔的侦查兵,每轮次限1次，当本单位执行布阵或行军行动时，结算该行动前，1个瓦拉米尔、影子山猫或狼群单位可以调整2英寸。,2021
Varamyr’s Shadowcat,瓦拉米尔的影子山猫,"· 本单位可以承受2点伤害。
· 无法控制目标标记且不提供胜利点数。
· 本单位开始激活时可以执行1次布阵行动。
· 本单位不以通常方式部署。任意回合开始时，可以部署本单位在战场侧翼边缘处的短距离范围内。",2021
Varamyr’s Wolf Pack,瓦拉米尔的狼群,"· 本单位可以承受3点伤害。
· 无法控制目标标记且不提供胜利点数。
· 本单位开始激活时，可以执行1次布阵行动。",2021
Vengeance Of The Crown,王冠的复仇,当本单位遭受近战攻击后，如果你控制 [CROWN] ，该攻击者遭受1点伤害，本单位每有1排被摧毁则额外+1点伤害。,2021-S01
Vengeful Captive,复仇的俘虏,你的对手控制 [CROWN] 期间，本单位攻击骰投掷结果-1。,2021
Vicious,凶残,本单位的近战攻击获得**凶残**。,2021
Vicious Mauling,凶残撕咬,"· **破甲**
· **凶残**
· 本单位每拥有1点伤害则 +1 攻击骰。",2021-S03
Victarion's Vassal,维克塔利昂的属下,结算任何能力或效果时，本模型视为维克塔利昂·葛雷乔伊。,2021-S02
Violent Reactions,剧烈反应,本单位防御骰投掷结果-1。,2021
Viper's Fangs,毒蛇的尖牙,当攻击在本回合中未激活的敌方时，防御者获得**脆弱**和**力竭**。,2021
War Elephant,战象,"· 本单位可以承受8点伤害且无法控制目标。
· 恐慌检测失败时本单位仅遭受最多2点伤害。
· 每当本单位即将执行1次行动时，如果长距离范围内没有友方黄金团步兵单位，本单位必须执行1次士气检测，如果失败，则不能执行该行动。",2021
War Flail,战争连枷,"· **凶残**
· 冲锋时，获得**致命一击**。",2021
War Hammer,战锤,如果防御者的任意防御骰投掷结果为1，则在此攻击完成后，防御者获得**力竭**。,2021
War Machine,战争器械,"· 本单位可以承受6点伤害。
· 本单位无法控制目标。
· 本单位无法获得状态标记，无法冲锋、撤退或调整。",2021
War Machines of The Wall,长城上的战争器械,"每当奥赛尔宣称1个区域时，你可以将该区域的效果替换为：
*对1个敌方战斗单位执行下述的远距攻击：*
 [ATTACK:Ranged:远距齐射:3+3] 
*防御者每剩余1排，则攻击骰数量+1。*",2021-S03
Watcher's Crossbow,守卫的十字弩,· **破甲**,2021
Weaken Resolve,削弱意志,每当与本单位交战的敌方恐慌检测失败时，该敌方获得**力竭**。,2021
Wealth Of The Thirteen,十三巨子的财富,"游戏开始时札罗拥有2枚号令标记。
每当札罗宣称 [MONEY] 时，放置1枚号令标记在札罗处。
每当1个战斗单位执行1次攻击时，你可以从札罗处移除1枚号令标记并标记该战斗单位。如果这么做，选择1项以让该单位获得/遭受直至该攻击结束：
· 决定攻击骰数量时，该单位视为其排数+1。
· 决定攻击骰数量时，该单位视为其排数-1。",S04
Whatever May Come,无论如何,每当1个敌方对本单位执行1次近战攻击，在攻击骰投掷前，你可以摧毁乔拉，如果这么做，该敌方获得 **脆弱** 和 **力竭**。,2021-S03
Widower's Protector,鳏夫的保护者,在鳏夫所在的单位被攻击后，本单位可以对该攻击者执行1次攻击或冲锋行动。,2021
Wildfire,野火,"· **凶残**
· 防御者无法投掷防御骰。",2021-S03
Winter's Bite,凛冬的撕咬,"· **致命一击**
· 如果本单位至少已有1排被摧毁，则攻击骰投掷结果+1。
· 如果本单位已有2排被摧毁，则可以重投任意攻击骰。",2021-S01
Wisdom Beyond Her Years,超越年龄的智慧,"游戏开始时，从你的战术卡组中搜索1张指挥官战术卡然后将其面朝下放置在本卡旁。
每场游戏限定1次，友方轮次开始时，你可以从手牌中弃置1张战术卡，然后将面朝下的这张卡加入到你的手牌中。",2021
Wisdom of The Old Knight,老骑士的智慧,"**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）：*
影响1个单位期间，每当该单位被敌方能力或战术卡标记为目标时，你可以从该单位处移除本卡以取消该能力或战术卡的效果。",2021
Wolf's Cunning,狼的狡诈,"部署后，标记1个友方战斗单位。将该单位从战场上移除，放置在场外*（后备区）*。每场游戏限定1次，当罗柏宣称 [HORSE] 时，你可以选择将该区域的效果替换为：
*将罗柏标记在后备区的单位部署在任意侧翼桌边的短距离范围内，并将此卡附加至该单位处直至游戏结束。附加期间，被该单位从侧翼或后方成功冲锋的敌方获得**恐慌**和**脆弱**。*",2021-S03
Zeal of the Drowned God,对淹神的热诚,"**贝隆仅能影响葛雷乔伊单位。
**影响***（每当本单位宣称1个区域时，附加本卡至1个战斗单位处直至该回合结束）*：
影响1个友方单位期间，该单位可以重投任意士气检测骰且获得**身经百战**能力：
**身经百战**
*每当敌方对本单位执行攻击时，在防御骰投掷后，本单位每有1排被摧毁则格挡1点命中。*",S04
Zealous Fanaticism,狂热分子,本单位的近战攻击获得**凶残**且总是投掷最高攻击骰数。攻击骰结果每有1个1则本单位遭受1点伤害。,2021
Zealous Resurgence,狂热复苏,每当本单位激活时，本单位可以消耗1枚**信仰标记**。如果这么做，本单位恢复2点伤害。,2021-S01
