Original Name,Translated Name,Translated Description,Version
Queen's Promises,女王的承諾,"**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束) :*
每當阿莎影響單位，移除他們的1枚狀態標記。
當影響友方單位期間，該單位依據自身擁有的劫掠標記獲得士氣檢測投擲結果+1。每當該單位通過士氣檢測，標記1個與之交戰的敵方單位。
他們依據此單位擁有的劫掠標記承受1點命中。",S04
R'hllor's Magics,拉赫洛的魔力,"一局遊戲一次，任意輪次開始時，你可以使用此能力。若你如此做，直至此輪次結束，你的對手不能使用號令或戰術卡。
一局遊戲一次，當馬奇羅宣告戰術區域，你可以將該區域效果替換成:
*將1個已被殲滅的友方附屬返還至友方戰鬥單位，替換一個普通模型，且忽略常規的附屬限制。",2021-S03
Raided Armaments,掠奪來的軍備,•若此單位有2枚劫掠標記，此單位獲得防禦骰投擲結果+1。,2021-S03
Raiders Of The Free Cities,自由城邦的掠奪者,每當此單位用近戰攻擊殲滅敵方一排，獲得1枚劫掠標記。此單位在任何時候可以擁有至多2枚劫掠標記。單位會依據擁有的劫掠標記數量獲得下述效果*(效果可以累加)*：**•1+:** 士氣檢測投擲結果+1。**•2:** +1攻擊骰。,2021-S03
Rally Banner,集結旗幟,每當此單位短距離範圍內的友方單位通過士氣檢測，該單位回復1點傷害。,2021-S03
Rally Cry,振臂一呼,每當此單位執行近戰攻擊，攻擊骰投擲前，標記長距離範圍內的另1個友方單位，該單位回復2點傷害。,2021
Rally Point,集結點,此單位短距離內的所有友方單位可以使用此單位的初始士氣值進行士氣檢測。,2021
Rampage,橫衝直撞,• **致命一擊**• **破甲**• 攻擊骰投擲前，防守者承受**恐慌**。,2021-S01
Ranging Specialist (Benjen),搜尋專家,班揚僅能加入遊騎兵單位中。,2021
Raven Tending,豢養渡鴉,"每當溫達米爾宣告戰術區域時，你可以將該區域效果替換成：
*放置1枚號令標記給溫達米爾。*
任意友方輪次開始時，你可以移除溫達米爾的1枚號令標記。若你如此做，選擇1項:
• 抽取1張戰術卡並且回復1個友方戰鬥單位2點傷害。
• 1個友方戰鬥單位可以位移3吋。",2021-S03
Reaper's Fervor,收割者狂熱,每當此單位執行近戰攻擊，攻擊骰投擲前，若此單位有2枚劫掠標記，防守者承受**恐慌**，同時若他們此次攻擊的恐慌檢測失敗，承受+1點傷害。,S04
Reaver Axes,劫掠之斧,"•**破甲**
若此單位有2枚劫掠標記，可以重擲任意攻擊骰。",2021-S03
Reckless Strikes,魯莽打擊,"此單位的近戰攻擊獲得**致命一擊**和
**精準**。
依據每顆攻擊骰出現1的結果，
此單位承受1點傷害。",2021
Recruiting From The Hills,從高山招募而來,每當此單位啟動時，可以回復1點傷害，依據已被殲滅排數回復＋１點傷害。,2021
Recruitment,招募新丁,"每當尤倫宣告戰術區域，結算該區域效果前，放置1枚號令標記給尤倫。
每當尤倫宣告[CROWN]，你可以將該戰術區域效果替換成:
*放置1枚號令標記給尤倫。*

任意回合開始時，你可以移除尤倫的4枚號令標記。
*若你如此做，在友方戰場邊緣長距離範圍內部屬1個徵召兵單位。*",S04
Refuge and Supplies,庇護與援助,"一局遊戲一次，任意輪次開始時，你可以將1個友方步兵單位恢復2點傷害。

每當卡斯特宣告戰術區域時，你可以將該戰術區域效果替換成：
*抽取1張戰術卡，並回復1個友方步兵單位2點傷害。*",S04
Regroup,重整陣勢,"完成撤退行動後，此單位可以回復２點
傷害，依據其已被殲滅排數回復＋１點傷害。",2021
Reinforcements,後援部隊,"每當此單位啟動時，此單位恢復1點傷
害，若你控制[CROWN]，恢復額外+1點
傷害。",2021
Relentless,冷酷無情,此單位被攻擊後，可以執行1次近戰攻擊行動。,2021-S02
Renly's Protector,藍禮的守護者,"藍禮‧拜拉席恩的單位被攻擊後，
此單位可以對攻擊者執行１次攻擊
或是衝鋒行動。",2021
Renly's Retinue,藍禮的侍從,此單位有8個模型*(包括藍禮)*，擁有8點傷害，以及2排。,2021
Repeating the Words,複誦話語,"一局遊戲一次，當珊莎啟動時，你可以從你的棄牌堆中返還1張戰術卡到你的手中。
每當珊莎宣告戰術區域時，你可以將該區域效果替換成:
*從你的棄牌堆中返還1張戰術卡到你的手中。*",2021-S01
Resolute Strikes,剛毅打擊,"•**致命一擊**
•此單位依據折損排數獲得命中結果+1。",2021
Rest and Refuge,休息與避難,"**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束) :*
每當卡斯特影響單位，移除他們的1枚狀態標記。
當影響單位期間，該單位忽略崎嶇及阻礙的地形關鍵字。",S04
"Rise Again, Blade in Hand",必將再起，劍刃在手,"一局遊戲一次，當巴隆啟動時，你可以不宣告戰術區域，
將1個已被殲滅的葛雷喬伊戰鬥單位部屬在友方部屬範圍的長距離範圍內，或是任意側翼桌緣的短距離範圍內。該單位會帶有原先擁有的劫掠標記。若該單位此回合尚未啟動過，其視作尚未啟動。否則，視為已啟動。",2021-S03
"Rise Again, Harder and Stronger",必將再起，其勢更烈,"**伊倫僅能影響葛雷喬伊的單位。**
**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束) :*
當影響單位期間，每當該單位執行行動，結算該行動前，回復1點傷害。
每當其用近戰攻擊殲滅敵方單位，回復1點傷害。",S04
Rock Volley,投石,"•**兇狠**。
•不能攻擊SOLO單位。
•攻擊敵人時無視距離及視野。
•若此攻擊造成任何命中，防守者承受1點傷害，並依據其剩餘排數承受+1點傷害，而不是投擲防禦骰。",S04
Roose's Vassal,盧斯的從屬,結算所有遊戲效果時，此模型視作盧斯˙波頓。,2021
Ruthless Aggression,兇殘攻擊,"•**兇狠**
•攻擊此回合尚未啟動的敵方單位時，可以重擲任意攻擊骰，同時防守者承受**脆弱**。",2021
Ruthless Volley,無情射擊,"• 量測視線及距離時無視單位與地形。
• 當攻擊處於交戰的敵方單位時，獲得精準且可以重擲任意攻擊骰。與該敵方交戰的友方單位會承受1點傷害。",2021
Sabotage and Subvert,從中作梗,一局遊戲一次，任意輪次開始時，你的對手可以對此單位造成1點傷害*(移除此模型)*。若他們如此做，放置1枚號令標記在此單位上，且此單位本輪次不能夠使用號令或成為友方戰術卡的目標對象。,2021
Sacrifice For The Cause,鞠躬盡瘁,"任意輪次開始時，若柯林沒有在戰術版上，你可以殲滅柯林。
若你如此做，標記1個敵方單位。該敵方單位承受**脆弱**，且此回合不能夠執行攻擊或衝鋒行動。",S04
Sacrifice for the King,為國王犧牲,任意回合開始時，你可以啟動克里森。若你如此做，本回合結束後殲滅克里森。,2021
Sacrifice To The Lord Of Light,為光之王犧牲,"**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束) :*

當梅麗珊卓影響友方單位時，你可以讓該單位承受２點傷害和１次恐慌檢測。若你如此做，標記長距離範圍內的１個敵方戰鬥單位。
該敵方單位承受１次投擲結果-2的恐慌檢測，且失敗時承受＋２點傷害。

影響友方單位期間，該單位視作拉赫洛單位，且近戰攻擊獲得**兇狠**。",2021-S03
Sadistic Butchery,殘忍屠戮,"**影響力** *(每當此單位宣告戰術區域時，
將此卡附屬至1個戰鬥單位直至該回合結束)* :
當影響友方單位時，其近戰攻擊獲得**嗜殺成性**:
*此單位完成近戰攻擊後，若防守者承受任意點傷害，此單位回復１點
傷害，並依據防禦單位每被殲滅排數回復＋１點傷害。*",2021
Sadistic Mutilation,虐待殘害,"此單位完成近戰攻擊後，你可以從防守者移除１枚力竭標記。
若你如此做，殲滅該單位的１個步兵附屬。",2021
Samwell's Influence,山姆威爾的影響力,"吉莉在遊戲開始時擁有1枚號令標記。
每當吉莉宣告戰術區域時，結算該區域效果後，移除吉莉的1枚號令標記。
每回合結束時，
若吉莉沒有號令標記，殲滅吉莉。",S04
Savage Mauling,野性撕咬,"• **破甲**
• **兇狠**
•依據此單位承受的傷害獲得+1攻擊骰。",2021
Savage Mauling (Bear),野性撕咬,防守者不能投擲防禦骰。,2021
Scholar Among Raiders,突襲者中的學者,"羅德里克在遊戲開始時擁有2枚號令標記。
任意輪此開始時你可以移除羅德里克的1枚號令標記。若你如此做，將你手中任意數量的戰術卡放置於一旁，接著抽取+1數量的戰術卡。將一旁的戰術卡洗回你的戰術卡堆。",2021
Scimitar,彎刀,• **致命一擊**,2021
Screamer's Arakh,嘯吼者的亞拉克彎刀,• **破甲**,2021-S03
Shared Fear,分享恐懼,每當此單位恐慌檢測失敗，所有短距離範圍內的敵人承受**恐慌**。,2021
Shifting Loyalties,忠誠轉移,"艾利斯特在遊戲開始時擁有３枚號令標記。

每當艾利斯特宣告戰術區域，
結算該戰術區域效果後，
你可以從他身上移除１枚號令標記。

若你如此做，
將他移至其他空出的戰術區域，
或是將他與其他ＮＣＵ交換戰術區域位置。

（交換後不會再次觸發效果。）",2021
Sic 'Em,放狗咬人,此單位總是可以重擲衝鋒距離骰。被此單位成功衝鋒的敵人承受**恐慌**。,2021
Skillful Preparations,縝密熟練,"**影響力** *(每當此單位宣告戰術區域時，**將此卡附屬至1個戰鬥單位**直至該回合結束) :*

當影響友方單位期間，每當該單位啟動時，或其作為戰術區域目標對象，結算該區域效果前，你可以抽1張戰術卡。",S04
Smuggler's Cunning,走私者的狡詰,"遊戲開始時，
戴佛斯擁有３枚號令標記。

每當友方戰鬥單位衝鋒時，
衝鋒骰投擲後，你可以從戴佛斯移除1枚號令標記。
若你如此做，你可以重擲任意衝鋒距離骰。

每當友方戰鬥單位啟動時，
你可以從戴佛斯移除1枚號令標記。
若你如此做，直至該輪次結束，
與此單位接戰的敵方單位無法使用號令，
或成為友方的戰術卡目標對象。",2021
Solo Rider,獨立騎手,"• 此單位可以承受3點傷害。
• 此單位的啟動開始前可以執行1次佈陣或撤退行動。",2021
Southern Discipline,南方的紀律,一局遊戲一次，任意回合開始時，你可以從你的戰術卡堆或棄牌堆中搜尋1張**協同戰術**或**重整旗鼓**戰術卡加入你的手中。洗勻你的戰術卡堆。,S04
Southern Knowledge,南方的學識,一局遊戲一次，任意輪次開始時，標記長距離且視野內的1個敵方單位。直至該輪次結束，他們失去所有能力且不能夠成為友方的戰術卡目標對象。,2021
Spear & Net,矛與網,此次攻擊完成後，防守者承受**力竭**。,2021
Spear and Maul,長矛與撕咬,"•**兇狠**
•**破甲**
•**精準**",2021
Spearwife Council,矛婦議會,"每當妲拉宣告戰術區域，依據她宣告的區域執行下述效果:
[CROWN]: 1個敵方單位承受**力竭**。
[MONEY]: 不移除狀態標記，而是標記1個與此單位交戰的敵方單位，該敵方單位承受1點命中，並依據此單位剩餘排數承受+1點命中。
[LETTER]:不抽取卡片，而是看你對手的戰術卡堆最上面的2張戰術卡。你可以棄置其中一張卡。接著，將剩餘的卡放回戰術卡堆的最上方。",S04
Spearwife's Guile,矛婦的詭計,"**影響力***(每當此單位宣告戰術區域時，
將此卡附屬至1個戰鬥單位直至該回合結束)* :

當影響友方單位時，該單位獲得+1[MOVEMENT]，且忽略阻礙與崎嶇關鍵字。
當影響敵方單位時，該單位承受-1[MOVEMENT]，且衝鋒時擲出的1或2皆視作散漫衝鋒。",2021
Spiked Flail,尖刺鏈枷,•**兇狠**,2021
Spotter,偵查者,當攻擊此單位長距離範圍內的敵方單位時，友方的戰爭器械可以重擲任意攻擊骰。,2021
Stag’s Fury,雄鹿怒火,"此攻擊依據當前進行的遊戲回合數獲得下列能力
（效果可以疊加）：
‧２＋：致命一擊
‧３＋：兇狠
‧４＋：破甲
‧５＋：依據此單位的剩餘排數，造成＋１點命中。",2021
Stake Building,構築拒馬,一局遊戲一次，任意回合開始時，在此單位的2吋範圍內放置1個擁有危險和可摧毀關鍵字的拒馬地形。該地形不能夠與任何單位或地形重疊。,2021
Stake Mountings,架起拒馬,當此單位被成功衝鋒時，在攻擊者結算他們的近戰攻擊前，他們承受D3+1點傷害。,2021
Stalwart,意志堅定,此單位士氣檢測投擲結果+2。,2021
Stand Your Ground!,堅守岡位!,每當敵方對此單位執行近戰攻擊，若此單位僅與1個敵方單位交戰，該敵方不能獲得衝鋒、側翼，或是背後加成。,2021
Starfall Lance,星墜騎槍,"星墜城騎槍
• **破甲**
• 衝鋒時，依據此單位剩餘排數投擲+2攻擊骰。
• 若攻擊敵方的側翼或背後，攻擊骰投擲前，該敵方承受恐慌及力竭。",2021
Stomp,重踏,"•**兇狠**
•防守者不能投擲防禦骰。
•衝鋒時，依據防守者剩餘排數獲得+1攻擊骰。",2021
Strategic Alliance,戰略結盟,"一局遊戲一次，當瓦德宣告戰術區域，你可以將該區域效果替換成：
*選擇2項：
•1個敵方單位承受**力竭**，**脆弱**和**恐慌**。
•1個友方單位回復3點傷害。
•下一個回合開始時，你成為先手玩家。",S04
Stubborn Tenacity,頑強毅力,每當此單位通過恐慌檢測時，１個與之交戰的敵方單位承受１點傷害。,2021
Sundering,破甲,此單位的近戰攻擊獲得**破甲**。,2021
Sunspear Secrets,陽戟城的秘密,"每當道朗•馬泰爾宣告該回合指定的戰術區域，放置1枚號令標記在此卡上。
• 回合1：宣告 [MONEY] 或 [SWORDS]
• 回合2：宣告 [CROWN] 或 [OASIS]
• 回合3：宣告 [LETTER] 或 [HORSE]
• 回合4：宣告 [CROWN] 或 [SWORDS]
• 回合5：宣告 [MONEY] 或 [OASIS]
• 回合6：宣告 [LETTER] 或 [HORSE]
每回合結束時，若道朗•馬泰爾擁有4+枚號令標記，獲得1點勝利分數。",2021-S03
Superior Numbers,兵力優勢,此單位近戰攻擊擁有較少排數的敵方單位時，可以重擲任意攻擊骰。,2021
Support Of Haystack Hall,乾草廳的支持,"當席拉宣告[CROWN]時，１個友方戰鬥單位回復１點傷害。

當席拉宣告[LETTER]時，從１個友方戰鬥單位移除１枚狀態標記

當席拉宣告[MONEY]時，若你有移除狀態標記，放置１枚相同的狀態標記到１個敵方戰鬥單位上。",2021
Swift Strike,快速打擊,此單位攻擊完成後，此單位可以執行1次撤退行動。,2021
Tactical Mastermind,卓越戰術家,"你的戰術卡手牌上限+1。遊戲開始時你擁有4張戰術卡，且補充卡片時可以抽取至4張。
一局遊戲一次，當對手使用戰術卡時，結算該戰術卡前，你可以從你的戰術卡組或棄牌堆中搜尋1張**戰術反擊**戰術卡，然後使用之。洗勻你的戰術卡組。",2021
Tactical Strike,戰術打擊,"•**破甲**
•當你控制[LETTER]時，此次攻擊可以投擲最高骰數。",2021
The King Is Dead!,國王已死!,當曼斯被殲滅時，你的對手獲得2勝利分數，且你所有長距離範圍內的友方單位承受**恐慌**。,2021-S02
The Kraken's Dues,海怪的欠款,當此單位啟動時，你可以標記1個友方葛雷喬伊單位。你可以從該單位移除1枚劫掠標記到此單位上。接著，你可以從此單位移除1枚劫掠標記並回復此單位2點傷害。,2021-S03
The Mountain That Rides,騎乘的魔山,"• 此單位可以承受4點傷害。
• 此單位的啟動開始前可以執行1次佈陣行動。",2021
The Mountain's Strength,魔山的力量,•此單位不會承受**力竭**。•此單位的近戰攻擊獲得**破甲**和造成+2點傷害。,2021-S03
The Rains of Castamere,卡斯特梅的雨季,"一局遊戲一次，任意輪次開始時，標記任意數量的敵方戰鬥單位:
• 1個敵方單位承受恐慌。
• 1個敵方單位承受脆弱。
• 1個敵方單位承受4點命中。
• 1個敵方單位承受1次恐慌檢測。
• 1個敵方單位失去所有能力直至此回合結束。
*(同一個單位可以成為多個效果的目標對象。)*",2021
The Rightful Queen,正統的女王,"每當友方NCU宣告 [CROWN] 時，你可以將該戰術區域效果替換成：
從你的戰術卡堆或棄牌堆中搜尋１張丹妮莉絲的指揮官卡牌加入手中。洗勻你的戰術卡堆。",2021
The Silence's Infamy,寂靜者的罵名,若此單位有2枚劫掠標記，短距離範圍內的敵方單位承受士氣鑑測結果-1。,S04
"The Way, Revealed",前路，揭曉,"遊戲開始時放置2枚號令標記在魁蜥上。
敵方輪次開始時，你可以從魁蜥消耗1枚號令標記。若你如此做，選擇1個敵方單位。若該單位在輪次中執行行動，在該行動結算前，1個友方戰鬥單位可以執行1次佈陣、行軍或撤退行動。",2021
Time May Yet Come,時機未到,"**影響力***(每當此單位宣告戰術區域時，將此卡附屬至1個戰鬥單位直至該回合結束)* :

當影響友方單位時，每當該單位執行近戰攻擊，攻擊骰投擲前，選擇1項。
依據其折損排數，選擇+1項：
•此單位近戰攻擊可以重擲任意攻擊骰。
•此單位可以投擲最高骰數。
•1個與之交戰的敵方單位承受1枚狀態標記。",2021-S03
To The Last!,至死方休!,在遊戲開始時放置2 [WOUND]標記在此卡上。每當此單位將要被殲滅時，從此卡移除1 [WOUND]標記。執行1次士氣檢測。若成功，此單位不會被殲滅而是保留1點傷害在場上。,2021-S01
Tooth & Claw,尖牙利爪,•**破甲**,2021
Tracker’s Bow,追獵者之弓,此次攻擊完成後，防守者承受**脆弱**。,2021
Trample,踐踏,"每當此單位執行行軍行動，其可以將該行動替換成踐踏行動：
將此單位轉向，接著移動12吋，移動期間可以穿越單位。若移動結束時於其他單位重疊，則在其前面1吋的位置停下。每個穿越或是結束時會重疊到的非獨立單位將承受D3點傷害。",2021
True Bond,羈絆,"•白靈可以將所有附屬在瓊恩•雪諾的戰術卡視作附屬在自己身上。
•每當瓊恩•雪諾的單位啟動時，此單位可以接續在該單位之後啟動。",2021
True Conviction (Baratheon),堅定信念,若此單位是拜拉席恩單位，每當攻擊比此單位剩餘排數更多的敵方單位時，可以重擲任意攻擊骰。,2021
True Conviction (Martell),堅定信念,若此單位是馬泰爾單位，每當攻擊比此單位剩餘排數更多的敵方單位時，可以重擲任意攻擊骰。,2021
Unbiased Justice,公正的司法,"一局遊戲一次，任意輪次開始時，標記任意數量的友方戰鬥單位:
• 1個單位回復2點傷害。
• 1個單位移除所有的狀態標記。
• 1個單位可以位移2吋。
直至該回合結束，1個單位可以用最高骰數進行攻擊，且可以重擲任意攻擊骰。
*(同一個戰鬥單位可以被多個效果標記)*",2021
Uncontrolled Rage,無法控制的怒火,當此單位啟動時，若此單位可以衝鋒一個敵方單位，本單位執行1次士氣檢測。若失敗，此單位對距離最近的1個敵方單位執行1次衝鋒行動且衝鋒距離骰投擲結果視作6。,2021
Unfaltering Conviction,堅定不移的信念,每當友方戰鬥單位被殲滅時，放置1枚號令標記在彌桑洛上。此單位依據號令標記的數量獲得下述效果：• 2+: 單位攻擊獲得命中結果+1• 3+: 單位獲得防禦骰投擲結果+1,2021-S03
Unfaltering Politics,穩定的政局,"一局遊戲一次，整理階段時，你可以把亞歷斯˙奧克赫特留在戰術版上。他在下一回合不能啟動。
若亞歷斯˙奧克赫特在任意回合開始時就在戰術版上，標記1個敵方戰鬥單位，他們承受**力竭**。",2021
Unleashed Ferocity,盡情肆虐,每當此單位執行近戰攻擊，攻擊骰投擲前，標記防守者。依據此單位被殲滅的排數，防守者承受**恐慌**或**脆弱**。,S04
Unstoppable Wrath,無盡怒火,此單位的近戰攻擊造成+2點傷害。,2021
Unsullied Prowess,無垢者戰技,"‧**精準**
‧總是可以重擲任意攻擊骰。
‧當此單位攻擊時，對手不可以消費此單位的力竭標記。",2021
Untrained Masses,烏合之眾,"‧此單位可以承受６點傷害。
‧此單位不能控制目標，也不具備任何勝利分數。
‧回合開始時，若此單位短距離內沒有其他的非**烏合之眾**單位，此單位會被殲滅。",2021
Unyielding,堅強不屈,此單位恐慌檢測失敗時依據自身折損排數承受-1點傷害。,2021
Valuable Captive (Jaime Lannister),有價值的俘虜,此單位獲得士氣檢測擲骰結果+1。當詹姆被殲滅時，你的對手獲得1點勝利分數。,2021
Valuable Captive (Rickon Stark),有價值的俘虜,此單位獲得士氣檢測擲骰結果+1。當瑞肯被殲滅時，你的對手獲得1點勝利分數。,2021
Varamyr's Eagle,瓦拉米爾的老鷹,每回合開始時，附屬此卡至1個敵方戰鬥單位處直至該回合結束，將此模型放置靠近在該單位的底盤邊作為標記。其餘效果不能以此模型為選擇目標。,2021
Varamyr's Scout,瓦拉米爾的斥候,每回合一次，當此單位執行佈陣或行軍行動時，結算該行動前，1個瓦拉米爾，影子山貓或狼群可以位移2吋。,2021
Varamyr’s Shadowcat,瓦拉米爾的影子山貓,"• 此單位可以承受2點傷害。
• 無法控制目標標記且不提供勝利點數。
• 此單位的啟動開始前，可以執行1次佈陣行動。
• 此單位不用常規的部署方式。
任意回合開始時，你可以部署此單位在戰場側翼邊緣處的短距離範圍內。",2021
Varamyr’s Wolf Pack,瓦拉米爾的狼群,"• 此單位可以承受3點傷害。
• 無法控制目標標記且不提供勝利點數。
• 此單位的啟動開始前，可以執行1次佈陣行動。",2021
Vengeance Of The Crown,王權的復仇,此單位承受近戰攻擊後，若你控制[CROWN]，該攻擊者承受1點傷害，此單位每被殲滅1排則額外+1點傷害。,2021-S01
Vengeful Captive,仇恨的俘虜,當你的對手控制[CROWN]期間，此單位承受命中投擲結果-1。,2021
Vicious,兇狠,此單位近戰攻擊獲得**兇狠**。,2021
Vicious Mauling,兇猛撕咬,• **破甲**• **兇猛**• 此單位依據承受傷害獲得+1攻擊骰。,2021-S03
Victarion's Vassal,維克塔利昂的從屬,結算所有遊戲效果時，此模型視作維克塔利昂˙葛雷喬伊。,2021-S02
Violent Reactions,暴力反應,此單位承受防禦骰投擲結果-1。,2021
Viper's Fangs,毒蛇的尖牙,"當攻擊此回合尚未啟動的敵方單位時，
該防守者承受**脆弱**和**力竭**。",2021
War Elephant,戰象,"•此單位可以承受8點傷害且無法控制目標標記。
•此單位恐慌檢測失敗時至多只會承受2點傷害。
•每當此單位執行行動時，若長距離沒有黃金團的步兵單位，其必須執行1次士氣檢測。若失敗，則不能執行行動。",2021
War Flail,戰爭鏈枷,"• **兇狠**
• 衝鋒時，獲得**致命一擊**。",2021
War Hammer,戰錘,若防守者的防禦骰擲出任意1的結果，此次攻擊完成後，他們承受**力竭**。,2021
War Machine,戰爭器械,"• 此單位可以承受6點傷害。
• 此單位無法控制目標標記。
• 此單位無法獲得狀態標記、衝鋒、撤退，或是位移。",2021
War Machines of The Wall,長城上的戰爭器械,"每當奧泰爾宣告戰術區域，你可以將該區域效果替換成:
*對1個敵方戰鬥單位執行下述遠距攻擊:*
[ATTACK:Ranged:Ranged Volley:3+3]
*依據防守者剩餘排數獲得+1攻擊骰。*",2021-S03
Watcher's Crossbow,守夜人十字弩,• **破甲**,2021
Weaken Resolve,意志薄弱,每當與此單位接戰的敵方單位恐慌檢測失敗時，該敵方單位承受**力竭**。,2021
Wealth Of The Thirteen,十三鉅子的財富,"札羅在遊戲開始時擁有2枚號令標記。
每當札羅宣告[MONEY]時，放置1枚號令標記給札羅。
當一個戰鬥單位執行攻擊時，你可以移除札羅的1枚號令標記，並標記該戰鬥單位。
若你如此做，選擇1項使該單位承受/獲得下述效果直至該次攻擊結束。
•此單位的攻擊骰數視作+1排。
•此單位的攻擊骰數視作-1排。",S04
Whatever May Come,無論如何,每當敵方對此單位執行近戰攻擊，攻擊骰投擲前，你可以殲滅喬拉。若你如此做，該敵方單位承受**脆弱**和**力竭**。,2021-S03
Widower's Protector,鰥夫的守護者,"鰥夫的單位被攻擊後，
此單位可以對攻擊者執行１次攻擊
或是衝鋒行動。",2021
Wildfire,野火,• **兇狠**• 防守者不能投擲防禦骰。,2021-S03
Winter's Bite,凜冬猛噬,• **致命一擊**• 若此單位有1排或更多被殲滅的排數，獲得命中結果+1。•若此單位有2排被殲滅的排數，可以重擲任意攻擊骰。,2021-S01
Wisdom Beyond Her Years,超齡的智慧,"遊戲開始時，從你的戰術卡堆中搜索1張指揮官戰術卡然後將其面朝下放置在本卡旁。
每場遊戲限定一次，友方輪次開始時，你可以從手牌中丟棄1張戰術卡。若你如此做，將面朝下的該戰術卡加入到你的手牌中。",2021
Wisdom of The Old Knight,老騎士的智慧,"**影響力** *(每當此單位宣告戰術區域時，
將此卡附屬至1個戰鬥單位直至該回合結束) *:
當影響單位時，每當該單位被敵方的能力或戰術卡標記時，
你可以移除此卡，並取消該能力或戰術卡的效果。",2021
Wolf's Cunning,冰狼狡詰,"部屬後，你可以標記1個友方戰鬥單位。將其從戰場移除，放置到桌子外*(備用區)*。
一局遊戲一次，當羅柏宣告[HORSE]，你可以將該區域效果替換成:
*將被羅柏放到備用區的單位放置到任意側翼桌緣的短距離內並將此卡附屬到該單位直至此局遊戲結束。此卡附屬期間，被此單位成功衝鋒側翼或背後的敵方單位承受**恐慌**和**脆弱**。",2021-S03
Zeal of the Drowned God,淹神的狂熱,"**貝隆僅能影響葛雷喬伊單位。**
**影響力** *(每當此單位宣告戰術區域時，將此卡附屬至1個戰鬥單位
直至該回合結束) *:
**當影響友方單位時，該單位可以重擲任意士氣檢測骰，且獲得 **堅韌的** 能力：
**堅韌的**
*每當敵方單位對此單位攻擊時，防禦骰投擲後，依據此單位已折損排數格擋1點命中。",S04
Zealous Fanaticism,狂熱的盲從,此單位的近戰攻擊獲得兇狠且總是可以投擲最高攻擊骰數。依據每個攻擊骰擲出的1，此單位承受1點傷害。,2021
Zealous Resurgence,狂熱的復甦,每當此單位啟動，可以花費1枚信仰標記。若如此做，回復2點傷害。,2021-S01
